PreSynaptic Neuron,PostSynaptic Neuron,N,Inferred
Tm2-F,L5-P,1,0
Tm2-F,TmY3-F,4,0
Tm2-F,Mi4-F,8,0
Tm2-F,TmY3-P,10,0
Tm2-F,Tm4-home,4,0
Tm2-F,Dm3x-1,2,0
Tm2-F,Tm6_14-home,2,0
Tm2-F,T1-F,1,0
Tm2-F,Y3_Y6-0,1,0
Tm2-F,Pm1-1,15,0
Tm2-F,Pm2-10,1,0
Tm2-F,Dm1-2,2,0
Tm2-F,Dm3y-3,2,0
Tm2-F,Mi1-F,1,0
Tm2-F,Pm1-2,6,0
Tm2-F,Tm4-A,6,0
Tm2-F,Dm3x-0,4,0
Tm2-F,Dm3y-4,5,0
Tm2-F,L2-F,6,0
Tm2-F,Tm25_Y1-E,2,0
Tm2-F,Tm6_14-A,3,0
Tm2-F,Pm1-0,15,0
Tm2-F,Lawf1-1,3,0
Tm2-F,C3-F,3,0
Tm2-F,Tm6_14-B,1,0
Tm2-F,T3-B,5,0
Tm2-F,Tm1-F,4,0
Tm2-F,Pm2-2,2,0
Tm2-F,Pm2-7,1,0
Tm2-F,Tm4-B,1,0
Tm2-F,TmY4_like-2,1,0
Tm2-F,T4c-F,1,0
Tm2-F,Tm25_Y1-F,13,0
Tm2-F,T3-A,16,0
Tm2-F,Y3_Y6-3,9,0
Tm2-F,Pm3-1,13,0
Tm2-F,TmY13_like-0,1,0
Tm2-F,Dm1-0,6,0
Tm2-F,TmY3-home,4,0
Tm2-F,TmY5a-F,3,0
T3-K,Mi1-K,1,0
T3-K,Pm1-0,1,0
T3-K,Mi1-L,1,0
T3-K,T3-J,2,0
T3-K,Mi1-C,5,0
T3-K,Tm23_24,undefined,0
T3-K,T3-C,3,0
T3-K,TmY3-P,1,0
T3-K,Tm3a-K,1,0
T3-K,Tm6_14-J,1,0
T3-K,Tm5c-0,5,0
T3-K,Tm2-C,1,0
T3-K,Pm2-11,1,0
T3-K,Tm25_Y1-D,1,0
T3-K,T2a-L,1,0
T3-K,Pm2-4,1,0
T3-K,Tm6_14-K,4,0
T1-A,L2-A,4,0
T1-A,Tm2-A,1,0
T1-A,Tm20-A,1,0
L1-J,L5-J,1,0
Mi9-F,T4d-E,19,0
Mi9-F,T4b-E,1,0
Mi9-F,Tm20-F,1,0
Mi9-F,Pm4-0,21,0
Mi9-F,T4d-A,1,0
Mi9-F,Tm6_14-home,7,0
Mi9-F,Tm22_like,3,0
Mi9-F,Mi4-F,31,0
Mi9-F,Pm3-1,1,0
Mi9-F,Tm5a-F,5,0
Mi9-F,Tm4-A,5,0
Mi9-F,TmY13_like-0,13,0
Mi9-F,TmY5a-F,2,0
Mi9-F,Tm1-F,14,0
Mi9-F,Y3_Y6-1,5,0
Mi9-F,T4b-A,24,0
Mi9-F,T3-F,1,0
Mi9-F,Lawf1-1,2,0
Mi9-F,Lawf1-2,2,0
Mi9-F,Y3_Y6-0,2,0
Mi9-F,T4b-home,16,0
Mi9-F,Mi22-2,11,0
Mi9-F,TmY3-P,3,0
Mi9-F,Y3_Y6-3,9,0
Mi9-F,Pm2-7,1,0
Mi9-F,T3-home,1,0
Mi9-F,Dm4-3,4,0
Mi9-F,Dm3y-3,1,0
Mi9-F,T4b-P,2,0
Mi9-F,Tm6_14-B,2,0
Mi9-F,Tm6_14-A,1,0
Mi9-F,Mi9-F,1,0
Mi9-F,Mi22-0,7,0
Mi9-F,T4a-home,1,0
Mi9-F,T4a-A,1,0
Mi9-F,Pm3-0,1,0
Mi9-F,Tm4-home,1,0
Mi9-F,Lawf1-0,1,0
Mi9-F,T4c-E,1,0
Mi9-F,TmY3-home,5,0
Mi9-F,T4d-home,8,0
Mi9-F,Tm2-F,12,0
Mi9-F,Tm3p-P,1,0
T4d-D,T4c-N,1,0
T4d-D,T3-D,2,0
T4d-D,T4d-C,1,0
T4d-D,T4c-L,1,0
T4d-D,T4b-E,1,0
T4d-D,Mi4-D,1,0
T4d-D,TmY4_like-3,1,0
T4d-D,T4a-E,1,0
T4d-D,T4a-P,1,0
T4d-D,T4c-home,1,0
Dm3y-0,TmY4_like-2,1,0
Dm3y-0,Mi9-B,2,0
Dm3y-0,Dm3x-1,4,0
Dm3y-0,Tm20-E,1,0
Dm3y-0,TmY10_like-0,1,0
Dm3y-0,T2-C,2,0
Dm3y-0,Tm20-home,1,0
Dm3y-0,Tm2-B,1,0
Dm3y-0,Tm9-home,1,0
Dm3y-0,Tm5Y-home,1,0
Dm3y-0,Tm20-B,1,0
Mi9-B,Tm5b-C,1,0
Mi9-B,Pm1-2,2,0
Mi9-B,Tm3p-home,3,0
Mi9-B,Dm7_Mi16_like-0,1,0
Mi9-B,Mi22-1,1,0
Mi9-B,Tm1-B,15,0
Mi9-B,Mi9-B,1,0
Mi9-B,Y3_Y6-2,13,0
Mi9-B,TmY5a-0,2,0
Mi9-B,TmY3-B,10,0
Mi9-B,Tm6_14-J,9,0
Mi9-B,TmY13_like-1,14,0
Mi9-B,Dm4-0,3,0
Mi9-B,Tm8_like,15,0
Mi9-B,T4c-B,1,0
Mi9-B,Tm4-J,1,0
Mi9-B,T4b-A,1,0
Mi9-B,Tm2-B,13,0
Mi9-B,Tm6_14-B,2,0
Mi9-B,Tm16_like-0,1,0
Mi9-B,Mi1-B,2,0
Mi9-B,T4d-home,1,0
Mi9-B,T4b-home,1,0
Mi9-B,Mi22-3,6,0
Mi9-B,Mi4-B,23,0
Mi9-B,L5-B,1,0
Mi9-B,TmY3-F,1,0
Mi9-B,T4d-C,1,0
Mi9-B,Lawf1-0,4,0
Mi9-B,TmY3-home,3,0
Mi9-B,Tm5c-3,2,0
Mi9-B,T2-B,1,0
Mi9-B,Pm4-0,17,0
Mi9-B,T3-J,1,0
Mi9-B,Tm5b-B,1,0
Mi9-B,T4a-F,2,0
Mi9-B,Pm2-2,1,0
Dm1-2,Tm1-F,1,0
Dm1-2,Mi1-F,8,0
Dm1-2,Tm3p-P,1,0
Dm1-2,Tm1-D,1,0
Dm1-2,L5-E,3,0
Dm1-2,C2-B,1,0
Dm1-2,Mi1-D,4,0
Dm1-2,Tm3p-home,7,0
Dm1-2,TmY3-B,1,0
Dm1-2,L2-E,6,0
Dm1-2,Tm3a-K,1,0
Dm1-2,Tm1-home,2,0
Dm1-2,Dm6-2,1,0
Dm1-2,L5-F,7,0
Dm1-2,L1-F,1,0
Dm1-2,Tm3p-E,3,0
Dm1-2,Tm3a-home,2,0
Dm1-2,L5-C,5,0
Dm1-2,L1-D,1,0
Dm1-2,Tm3a-C,2,0
Dm1-2,Tm3a-A,4,0
Dm1-2,TmY3-home,2,0
Dm1-2,Tm4-C,1,0
Dm1-2,Tm3p-B,2,0
Dm1-2,Mi1-home,9,0
Dm1-2,Tm3a-D,2,0
Dm1-2,L2-D,6,0
Dm1-2,L5-home,9,0
Dm1-2,L2-F,9,0
Dm1-2,Mi1-E,6,0
Dm1-2,L2-B,3,0
Dm1-2,C2-home,1,0
Dm1-2,Tm6_14-J,2,0
Dm1-2,T3-home,1,0
Dm1-2,L2-C,11,0
Dm1-2,T3-E,1,0
Dm1-2,Mi1-C,11,0
Dm1-2,Mi1-B,4,0
Dm1-2,Tm2-home,2,0
Dm1-2,L5-B,2,0
Dm1-2,Tm20-B,1,0
Dm1-2,L5-D,5,0
Dm1-2,Tm6_14-home,1,0
Dm1-2,L2-home,10,0
Dm1-2,Tm2-C,1,0
Mi4-L,T4d-C,2,0
Mi4-L,TmY13_like-1,5,0
Mi4-L,Y3_Y6-1,1,0
Mi4-L,Mi1-L,2,0
Mi4-L,Mi9-L,12,0
Mi4-L,T4b-D,7,0
Mi4-L,T4a-D,1,0
Mi4-L,Tm16_like-1,2,0
Mi4-L,Y3_Y6-4,9,0
Mi4-L,Pm4-8,1,0
Mi4-L,Pm1-0,2,0
Tm9-D,Tm28_TmY9-0,1,0
Tm9-D,Tm5Y-C,1,0
Tm9-D,Dm3y-5,2,0
Tm9-D,TmY4_like-1,2,0
Tm9-D,Dm3x-2,2,0
Tm9-D,Tm16_like-2,1,0
Tm9-D,Tm20-D,2,0
Tm9-D,TmY4_like-3,2,0
Tm9-D,Tm5Y-E,1,0
Dm3y-5,Tm28_TmY9-2,1,0
Dm3y-5,Tm20-C,1,0
L4-F,Tm2-Q,3,0
L4-F,Tm2-P,11,0
L4-F,TmY3-F,3,0
L4-F,TmY3-P,7,0
L4-F,Tm4-F,2,0
L4-F,T3-F,4,0
L4-F,Tm4-home,3,0
L4-F,Tm25_Y1-F,1,0
L4-F,Mi9-P,3,0
L4-F,Tm4-A,1,0
L4-F,Mi9-Q,1,0
L4-F,Tm2-F,1,0
L4-F,TmY3-home,1,0
Tm3a-K,Dm6-0,4,0
Tm3a-K,Mi1-C,2,0
Tm3a-K,TmY3-C,6,0
Tm3a-K,Tm3p-D,4,0
Tm3a-K,Pm4-0,9,0
Tm3a-K,T4c-home,5,0
Tm3a-K,Tm3p-home,2,0
Tm3a-K,Tm20-C,1,0
Tm3a-K,T4a-home,1,0
Tm3a-K,T4a-C,5,0
Tm3a-K,Pm1-0,10,0
Tm3a-K,T4a-L,7,0
Tm3a-K,T2a-L,11,0
Tm3a-K,Tm16_like-0,2,0
Tm3a-K,Mi2-1,1,0
Tm3a-K,T4d-C,7,0
Tm3a-K,Tm3p-B,1,0
Tm3a-K,T2a-C,1,0
Tm3a-K,Dm6-4,4,0
Tm3a-K,L1-L,2,0
Tm3a-K,C3-C,2,0
Tm3a-K,Mi22-1,1,0
Tm3a-K,T4c-C,5,0
Tm3a-K,T4c-L,2,0
Tm3a-K,L1-C,8,0
Tm3a-K,T3-K,16,0
Tm3a-K,TmY3-B,4,0
Tm3a-K,Pm4-8,4,0
Tm3a-K,T2-K,2,0
Tm3a-K,T4c-D,2,0
Tm3a-K,Tm3p-N,1,0
Tm3a-K,L5-C,1,0
Tm2-K,T3-J,4,0
Tm2-K,T3-K,7,0
Tm2-K,T2a-L,1,0
Tm2-K,Mi4-K,1,0
Tm2-K,C3-C,4,0
Tm2-K,Pm2-4,1,0
Tm2-K,Pm1-0,5,0
Tm2-K,Y3_Y6-4,3,0
Tm2-K,Mi9-C,1,0
L3-D,Dm3x-2,2,0
L3-D,Tm3p-E,2,0
L3-D,TmY4_like-1,1,0
L3-D,C3-D,9,0
L3-D,Tm5c-0,6,0
L3-D,Mi1-D,20,0
L3-D,TmY10_like-0,2,0
L3-D,Mi9-home,1,0
L3-D,Tm9-D,39,0
L3-D,Dm3x-0,1,0
L3-D,TmY10_like-1,6,0
L3-D,Dm2-C,1,0
L3-D,Lawf1-0,2,0
L3-D,Lawf1-2,2,0
L3-D,Mi2-2,3,0
L3-D,Mi9-D,71,0
L3-D,Tm3p-D,6,0
L3-D,Dm3y-5,5,0
L3-D,Dm4-1,15,0
L3-D,Tm16_like-0,2,0
L3-D,TmY4_like-4,1,0
L3-D,Tm3p-N,3,0
L3-D,Tm20-D,28,0
L3-D,Dm9-0,20,0
L3-D,Tm5Y-E,2,0
T4d-R,T4d-B,1,0
R8-F,Dm6-4,1,0
R8-F,Dm9-0,36,0
R8-F,Dm2-F,8,0
R8-F,Tm5c-2,3,0
R8-F,Mi4-F,19,0
R8-F,Mi9-F,3,0
R8-F,Tm20-F,15,0
R8-F,L1-F,5,0
R8-F,Mi1-F,11,0
R8-F,R7-F,25,0
T2a-E,Tm3a-D,9,0
T2a-E,T3-E,1,0
T2a-E,Mi2-0,1,0
T2a-E,T3-D,1,0
T2a-E,Pm1-0,4,0
T2a-E,Y3_Y6-1,1,0
T2a-E,TmY5a-E,1,0
Mi2-1,Tm6_14-B,4,0
Mi2-1,T2-C,5,0
Mi2-1,Tm6_14-K,10,0
Mi2-1,Pm2-4,1,0
Mi2-1,Tm1-L,1,0
Mi2-1,T3-B,3,0
Mi2-1,Pm2-0,1,0
Mi2-1,T3-D,2,0
Mi2-1,Tm4-K,2,0
Mi2-1,Tm2-home,1,0
Mi2-1,T2-B,1,0
Mi2-1,Mi1-C,7,0
Mi2-1,Tm4-C,3,0
Mi2-1,Tm1-C,2,0
Mi2-1,Tm6_14-C,4,0
Mi2-1,L1-C,1,0
Mi2-1,Tm20-D,2,0
Mi2-1,Pm2-2,2,0
Mi2-1,Tm6_14-J,8,0
Mi2-1,Tm20-home,1,0
Mi2-1,Tm25_Y1-D,2,0
Mi2-1,T2a-L,4,0
Mi2-1,T2a-D,2,0
Mi2-1,Tm1-home,3,0
Mi2-1,T2a-home,1,0
Mi2-1,T3-J,2,0
Mi2-1,L5-home,1,0
Mi2-1,Pm2-1,1,0
Mi2-1,T3-C,7,0
Mi2-1,Tm20-C,1,0
Mi2-1,Mi1-D,3,0
Mi2-1,Tm4-J,3,0
Mi2-1,T3-K,8,0
Mi2-1,T2-K,4,0
Mi2-1,Tm5c_like,1,0
Mi2-1,Y3_Y6-1,3,0
Mi2-1,Pm2-5,1,0
Mi2-1,TmY10_like-0,4,0
Mi2-1,Y3_Y6-4,2,0
L1-C,C3-C,97,0
L1-C,Mi1-C,159,0
L1-C,Tm3p-home,28,0
L1-C,Tm3a-C,18,0
L1-C,Tm3p-B,10,0
L1-C,L5-C,143,0
L1-C,Tm3p-D,13,0
L1-C,C2-C,54,0
L1-C,L5-L,1,0
L1-C,Tm3a-K,37,0
T4b-A,T4c-A,2,0
T4b-A,C2-F,1,0
T4b-A,T4b-home,4,0
T4b-A,Mi4,2,0
T4b-A,T4b-F,1,0
T4b-A,T4a-A,1,0
T4b-A,T4b-E,1,0
T4b-A,T4d-A,1,0
T4b-A,Mi9-A,2,0
Dm6-3,Tm4-K,1,0
Dm6-3,Dm6-3,1,0
Dm6-3,L2-K,4,0
Dm6-3,L2-B,6,0
Dm6-3,Mi4-home,3,0
Dm6-3,Mi4-B,4,0
Dm6-3,Tm2-D,4,0
Dm6-3,T1-home,8,0
Dm6-3,Tm2-home,3,0
Dm6-3,Dm6-5,1,0
Dm6-3,Tm20-C,1,0
Dm6-3,T3-C,1,0
Dm6-3,L2-home,9,0
Dm6-3,L2-C,5,0
Dm6-3,T1-C,3,0
Dm6-3,Tm2-B,3,0
Dm6-3,Tm1-B,1,0
Dm6-3,Tm2-C,3,0
Dm6-3,L2-D,6,0
Dm6-3,Mi4-C,4,0
Dm6-3,Tm1-home,1,0
Dm6-3,T1-D,7,0
Dm6-3,T1-B,8,0
TmY10_like-1,Tm9-D,1,0
TmY10_like-1,Y3_Y6-4,3,0
TmY10_like-1,Y3_Y6-0,1,0
TmY10_like-1,Dm3x-1,1,0
TmY10_like-1,Dm3x-0,1,0
TmY10_like-1,Dm8-L,1,0
TmY10_like-1,Dm2-C,1,0
TmY10_like-1,Mi4-C,2,0
TmY10_like-1,Dm3x-3,1,0
TmY10_like-1,Tm5Y-home,3,0
TmY10_like-1,Dm3y-1,1,0
TmY10_like-1,T2-C,3,0
TmY10_like-1,Dm7-1,1,0
TmY10_like-1,Lawf2-1,2,0
TmY10_like-1,Mi4-P,2,0
TmY10_like-1,Mi4-L,1,0
TmY10_like-1,Tm16_like-0,2,0
TmY10_like-1,Dm3y-5,1,0
TmY10_like-1,Tm16_like-1,1,0
TmY10_like-1,Mi21,3,0
TmY10_like-1,Tm28_TmY9-0,1,0
TmY10_like-1,TmY10_like-0,2,0
TmY10_like-1,Mi4-E,1,0
TmY10_like-1,Tm5c-0,2,0
TmY10_like-1,Y3_Y6-1,3,0
TmY10_like-1,Mi4-D,7,0
TmY10_like-1,L5-C,1,0
TmY10_like-1,TmY13_like-1,1,0
TmY10_like-1,TmY4_like-3,1,0
TmY10_like-1,Mi4-home,3,0
TmY10_like-1,Tm28_TmY9-3,1,0
T4b-F,Mi9-P,1,0
T4b-F,T4b-P,1,0
T4b-F,T4b-E,1,0
T4b-F,T4b-home,4,0
T4b-F,Pm1-0,1,0
T4b-F,T4c-A,1,0
T4b-F,T3-home,1,0
T4b-F,Mi9-F,5,0
T4b-F,T4a-F,1,0
T4b-F,C3-F,2,0
T4b-F,Pm1-1,1,0
T4b-F,T4c-F,1,0
T4b-F,T3-F,2,0
T4b-F,T4d-A,1,0
T4b-F,T4d-Q,1,0
T4b-F,T4b-A,8,0
T4b-F,Mi1-F,2,0
Dm4-1,Lawf1-2,1,0
Dm4-1,C2-D,1,0
Dm4-1,Mi4-D,28,0
Dm4-1,Lawf1-0,1,0
Dm4-1,Mi22-1,1,0
Dm4-1,Mi22-0,2,0
Dm4-1,Mi22-4,2,0
Dm4-1,Tm9-D,1,0
Dm4-1,Tm20-D,1,0
Tm4-D,T2a-E,7,0
Tm4-D,TmY5a-0,2,0
Tm4-D,Tm4-D,1,0
Tm4-D,C3-P,1,0
Tm4-D,TmY3-home,3,0
Tm4-D,Tm4-F,1,0
Tm4-D,Tm4-home,1,0
Tm4-D,Pm4-3,4,0
Tm4-D,Pm2-0,2,0
Tm4-D,Tm4-C,4,0
Tm4-D,Mi2-0,1,0
Tm4-D,Pm4-4,1,0
Tm4-D,C3-home,1,0
Tm4-D,L2-E,1,0
Tm4-D,Tm9-E,1,0
Tm4-D,Tm1-E,1,0
Tm4-D,T2a-D,1,0
Tm4-D,Mi4-E,1,0
Tm4-D,TmY3-P,1,0
Tm4-D,Lawf2-1,2,0
Tm4-D,TmY5a-E,9,0
Tm4-D,Tm6_14-home,3,0
Tm4-D,Pm4-0,6,0
Tm4-D,Tm4-E,1,0
Tm4-D,Mi1-home,1,0
Mi1-home,Pm3-1,6,0
Mi1-home,T4b-D,1,0
Mi1-home,Dm2-B,2,0
Mi1-home,Tm5Y-home,1,0
Mi1-home,T4d-E,2,0
Mi1-home,T3-D,2,0
Mi1-home,Pm2-7,17,0
Mi1-home,T4c-home,9,0
Mi1-home,Pm2-2,8,0
Mi1-home,Tm3p-P,3,0
Mi1-home,Pm1-1,5,0
Mi1-home,Mi4-E,1,0
Mi1-home,C2-D,1,0
Mi1-home,T3-B,8,0
Mi1-home,Dm8-D,1,0
Mi1-home,Tm3a-C,19,0
Mi1-home,TmY3-P,1,0
Mi1-home,T3-C,10,0
Mi1-home,Tm23_24,undefined,0
Mi1-home,T4b-home,41,0
Mi1-home,T4c-C,2,0
Mi1-home,Pm4-2,5,0
Mi1-home,Dm2-E,1,0
Mi1-home,T4a-C,5,0
Mi1-home,Pm2-1,46,0
Mi1-home,TmY4_like-0,2,0
Mi1-home,Mi9-home,11,0
Mi1-home,T4c-F,3,0
Mi1-home,Tm5b-home,1,0
Mi1-home,TmY3-B,10,0
Mi1-home,Tm6_14-C,4,0
Mi1-home,Tm25_Y1-home,8,0
Mi1-home,Dm2-C,1,0
Mi1-home,T4b-A,5,0
Mi1-home,C2-E,6,0
Mi1-home,Y3_Y6-3,6,0
Mi1-home,Tm6_14-home,2,0
Mi1-home,Tm3p-E,17,0
Mi1-home,Tm6_14-B,9,0
Mi1-home,Tm3p-home,11,0
Mi1-home,Dm9-0,1,0
Mi1-home,T4a-home,36,0
Mi1-home,Pm2-6,9,0
Mi1-home,Dm3y-0,2,0
Mi1-home,T2-B,16,0
Mi1-home,T2a-home,18,0
Mi1-home,C3-home,16,0
Mi1-home,T4a-F,4,0
Mi1-home,Tm6_14-J,1,0
Mi1-home,T4d-C,1,0
Mi1-home,TmY3-F,5,0
Mi1-home,Tm3p-B,1,0
Mi1-home,C2-home,5,0
Mi1-home,Y3_Y6-4,4,0
Mi1-home,T4d-R,4,0
Mi1-home,TmY3-home,9,0
Mi1-home,Dm2-F,1,0
Mi1-home,C2-B,8,0
Mi1-home,T2a-A,10,0
Mi1-home,T2-C,14,0
Mi1-home,T4c-E,16,0
Mi1-home,Mi2-0,5,0
Mi1-home,T2-J,3,0
Mi1-home,T4c-A,37,0
Mi1-home,T4d-home,31,0
Mi1-home,Pm2-8,6,0
Mi1-home,Tm20-home,3,0
Mi1-home,Y3_Y6-2,14,0
Mi1-home,Tm28_TmY9-0,4,0
Mi1-home,T3-J,2,0
Mi1-home,Pm2-3,23,0
Mi1-home,Tm3a-B,17,0
Mi1-home,Mi2-2,1,0
Mi1-home,T3-home,7,0
Mi1-home,Tm5c_like,2,0
Mi1-home,Tm28_TmY9-1,3,0
Mi1-home,Dm2-A,1,0
Mi1-home,Pm1-2,5,0
Mi1-home,T4d-B,9,0
Mi1-home,T2a-B,2,0
Mi1-home,Tm3a-I,3,0
Mi1-home,Pm2-0,38,0
Mi1-home,T4c-B,11,0
Mi1-home,Pm2-5,31,0
Mi1-home,L5-D,1,0
Mi1-home,Tm3a-home,12,0
Mi1-home,Y3_Y6-1,24,0
Mi1-home,T4a-A,20,0
Mi1-home,T4a-P,1,0
Mi1-home,Dm2-home,3,0
Mi1-home,Tm1-home,1,0
Mi1-home,T4d-F,13,0
Mi1-home,TmY4_like-1,1,0
Mi1-home,T4d-A,6,0
Mi1-home,TmY5a-D,1,0
Mi1-home,T4a-D,7,0
Mi1-home,Dm8-B_home,2,0
Mi1-home,L1-home,26,0
Mi1-home,T4b-E,2,0
Mi1-home,T2a-C,11,0
Mi1-home,L5-home,8,0
Mi1-home,Pm4-0,94,0
Mi1-home,Pm4-3,1,0
Mi1-home,Mi4-home,16,0
Mi1-home,Tm3p-D,3,0
Mi1-home,T4b-F,5,0
Mi1-home,Tm25_Y1-E,13,0
Mi1-home,Mi1-home,6,0
Mi1-home,T4c-D,3,0
Mi1-home,Tm3a-A,11,0
Mi1-home,Tm3p-A,1,0
Mi1-home,Mi2-1,2,0
L5-L,Mi4-C,5,0
L5-L,Mi1-D,2,0
L5-L,Mi4-D,4,0
L5-L,TmY3-C,5,0
L5-L,Tm3a-K,10,0
L5-L,L1-L,9,0
L5-L,Mi2-2,1,0
L5-L,Mi2-1,2,0
L5-L,C2-C,4,0
L5-L,C2-E,2,0
L5-L,Mi1-C,5,0
L5-L,Dm2-K,2,0
L5-L,Tm1-D,1,0
L5-L,TmY5a-D,1,0
L5-L,L5-C,1,0
L5-L,Tm3p-D,4,0
L5-L,C2-D,1,0
L5-L,C3-D,2,0
L5-L,Tm3a-C,1,0
L5-L,T3-K,1,0
L5-L,Tm25_Y1-D,1,0
L5-L,Dm2-C,1,0
Pm2-4,T3-C,1,0
Pm2-4,Mi1-C,3,0
Pm2-4,T2a-L,2,0
Pm2-4,Y3_Y6-1,1,0
Pm2-4,Pm4-0,3,0
Pm2-4,Tm6_14-K,1,0
Pm2-4,Y3_Y6-4,3,0
Pm2-4,T3-J,4,0
Pm2-4,Tm4-K,2,0
Pm2-4,Pm1-0,2,0
Pm2-4,Tm1-C,7,0
Pm2-4,Pm2-11,1,0
Pm2-4,Tm6_14-J,1,0
Pm2-4,T3-K,5,0
Pm2-4,Mi1-K,9,0
Pm2-4,Pm2-2,1,0
Pm2-4,Tm1-K,11,0
Pm2-4,Tm4-J,1,0
Pm2-4,Tm2-K,5,0
Pm2-4,Tm2-C,4,0
Pm2-4,TmY13_like-1,1,0
Pm2-4,Pm3-1,2,0
Pm2-4,T2-K,1,0
Pm2-4,T2-J,1,0
Tm5c-2,Tm25_Y1-home,1,0
Tm5c-2,Dm2-home,3,0
Tm5c-2,Dm9-3,1,0
Tm5c-2,Pm4-7,2,0
Tm5c-2,Mi9-P,1,0
Tm5c-2,Tm6_14-C,1,0
Tm5c-2,Mi21,1,0
Tm5c-2,Tm28_TmY9-1,2,0
Tm5c-2,Tm5a-E,2,0
Tm5c-2,Mi4-F,1,0
Tm5c-2,Dm2-F,7,0
Tm5c-2,Tm5Y-E,2,0
Tm5c-2,Tm6_14-B,2,0
Tm5c-2,Dm2-E,3,0
Tm5c-2,Dm7_Mi16_like-0,4,0
Tm5c-2,Pm4-0,2,0
Tm5c-2,Tm5b-B,3,0
Tm5c-2,Tm25_Y1-E,3,0
Tm5c-2,Tm6_14-A,1,0
Tm5c-2,T2-D,1,0
Tm5c-2,Tm16_like-0,2,0
Tm5c-2,Mi4-E,3,0
Tm5c-2,Tm5Y-F,1,0
Tm5c-2,TmY4_like-4,1,0
Tm5c-2,Tm1-E,3,0
Tm5c-2,Mi4-P,1,0
Tm5c-2,C3-E,1,0
Tm5c-2,Mi2-0,1,0
Tm5c-2,Dm2-P,2,0
Tm5c-2,Tm5a-F,6,0
Tm5c-2,T2-home,3,0
Tm5c-2,T3-home,2,0
Tm5c-2,TmY5a-E,2,0
Tm5c-2,Tm6_14-home,8,0
Tm1-Q,Pm2-9,30,0
Tm1-Q,T1-Q,2,0
Tm1-Q,T2-Q,2,0
Tm1-Q,Tm6_14-home,1,0
Tm1-Q,Lawf2-0,2,0
Tm1-Q,Tm6_14-F,23,0
Tm1-Q,Pm2-10,34,0
Tm1-Q,TmY3-P,3,0
Tm1-Q,T2-F,8,0
Tm1-Q,Mi4-Q,1,0
Tm1-Q,Mi2-0,4,0
Tm1-Q,Pm2-3,11,0
Tm1-Q,Tm6_14-A,12,0
Tm1-Q,Mi9-Q,3,0
Tm1-Q,L2-Q,4,0
Tm1-Q,Pm2-2,4,0
Tm1-Q,Pm2-0,29,0
Tm1-Q,T2-home,1,0
Tm1-Q,Pm2-1,9,0
Tm1-Q,TmY5a-F,1,0
Tm1-Q,T3-F,2,0
Tm1-Q,L4-F,1,0
Tm1-Q,Tm2-Q,2,0
Tm1-Q,Tm4-A,3,0
Tm1-Q,Y3_Y6-5,10,0
Tm1-Q,T2a-Q,19,0
Tm1-Q,Dm3x-0,5,0
Tm1-Q,Y3_Y6-3,12,0
Tm1-Q,Y3_Y6-0,1,0
Tm1-Q,Tm25_Y1-F,2,0
Tm1-Q,Tm5Y-Q,3,0
Tm1-Q,Tm4-F,7,0
Tm1-Q,C3-Q,2,0
Tm2-Q,Mi21,1,0
Tm2-Q,T3-F,4,0
Tm2-Q,TmY3-F,1,0
Tm2-Q,Dm1-0,2,0
Tm2-Q,Mi4-Q,1,0
Tm2-Q,Tm6_14-A,2,0
Tm2-Q,Tm4-F,1,0
Tm2-Q,C3-Q,1,0
Tm2-Q,L5-Q,7,0
Tm2-Q,T1-Q,2,0
Tm2-Q,Tm1-Q,3,0
Tm2-Q,Mi9-Q,8,0
Tm2-Q,L2-Q,4,0
Tm2-Q,Dm3x-1,1,0
Tm2-Q,Tm25_Y1-F,4,0
Tm2-Q,Tm4-A,1,0
Tm2-Q,T3-A,4,0
Tm2-Q,Mi2-0,1,0
Tm2-Q,Dm3x-0,2,0
Tm2-Q,TmY3-P,2,0
T4a-E,T4a-P,6,0
T4a-E,T4d-E,1,0
T4a-E,T4c-N,3,0
T4a-E,T2a-F,1,0
T4a-E,Mi9-E,3,0
T4a-E,T4c-home,3,0
T4a-E,T4a-F,2,0
T4a-E,T4b-home,2,0
T4a-E,T4c-E,2,0
T4a-E,T4c-A,2,0
T4a-E,T4b-E,3,0
T4a-E,C3-E,5,0
L4-C,Tm9-D,1,0
L4-C,T3-C,6,0
L4-C,Tm9-E,2,0
L4-C,T3-D,1,0
L4-C,Tm2-C,4,0
L4-C,TmY3-home,4,0
L4-C,Tm4-D,4,0
L4-C,TmY3-C,4,0
L4-C,Tm4-K,1,0
L4-C,Tm4-C,10,0
L4-C,T3-home,2,0
L4-C,Tm4-J,4,0
L4-C,Tm2-home,24,0
L4-C,Mi9-home,3,0
L4-C,Tm4-B,4,0
L4-C,Mi9-D,3,0
L4-C,T3-J,1,0
L4-C,Mi9-C,5,0
L4-C,Tm9-home,3,0
L4-C,T3-B,4,0
L4-C,TmY5a-E,1,0
L4-C,TmY3-B,11,0
L4-C,Tm2-D,11,0
C2-home,L5-home,36,0
C2-home,L1-home,25,0
C2-home,Mi4-F,1,0
C2-home,Dm6-0,1,0
C2-home,Mi1-home,17,0
C2-home,C3-home,4,0
C2-home,Tm1-home,13,0
C2-home,Mi2-0,1,0
C2-home,Tm20-home,1,0
C2-home,Dm1-3,1,0
C2-home,L2-home,14,0
C2-home,T1-home,5,0
